problem_title,python_solutions
minimum number of frogs croaking,"class Solution:
    def minNumberOfFrogs(self, croakOfFrogs: str) -> int:
        cnt, s = collections.defaultdict(int), 'croak'     
        ans, cur, d = 0, 0, {c:i for i, c in enumerate(s)}  # d: mapping for letter &amp; its index
        for letter in croakOfFrogs:                         # iterate over the string
            if letter not in s: return -1                   # if any letter other than ""croak"" is met, then invalid
            cnt[letter] += 1                                # increase cnt for letter
            if letter == 'c': cur += 1                      # 'c' is met, increase current ongoing croak `cur`
            elif cnt[s[d[letter]-1]] <= 0: return -1        # if previous character fall below to 0, return -1
            else: cnt[s[d[letter]-1]] -= 1                  # otherwise, decrease cnt for previous character
            ans = max(ans, cur)                             # update answer using `cur`
            if letter == 'k':                               # when 'k' is met, decrease cnt and cur
                cnt[letter] -= 1
                cur -= 1
        return ans if not cur else -1                       # return ans if current ongoing ""croak"" is 0"
minimum number of frogs croaking,"class Solution:
    def minNumberOfFrogs(self, croakOfFrogs: str) -> int:
        ans = 0
        freq = [0]*5 # freq array 
        for c in croakOfFrogs: 
            i = ""croak"".index(c)
            freq[i] += 1 
            if i and freq[i-1] < freq[i]: return -1 
            if c == ""k"": 
                ans = max(ans, freq[0])
                for i in range(5): freq[i] -= 1
        if max(freq) == 0: return ans
        return -1"
build array where you can find the maximum exactly k comparisons,"class Solution:
    def numOfArrays(self, n: int, m: int, K: int) -> int:
        MOD = 10 ** 9 + 7
        # f[i][j][k] cumulative sum, first i elements, current max less than or equal to j, k more maximum to fill
        f = [[[0 for _ in range(K + 1)] for _ in range(m + 1)] for _ in range(n + 1)]
        for j in range(m + 1):
            f[0][j][K] = 1

        for i in range(n + 1):
            for j in range(1, m + 1):
                for k in range(K):
                    #             prev value       a[i] <= pref high                            a[i] = j refresh high
                    f[i][j][k] = (f[i][j - 1][k] + j * (f[i - 1][j][k] - f[i - 1][j - 1][k]) + f[i - 1][j - 1][k + 1]) % MOD
        
        return f[n][m][0]"
build array where you can find the maximum exactly k comparisons,"class Solution:
    def numOfArrays(self, n: int, m: int, k: int) -> int:
        @lru_cache(None)
        def solve(size,maxNum,lis):
            val=0
            if size==1:
                return lis==1
            for mx in range(1,m+1):
                if mx<maxNum:
                    val+=solve(size-1,mx,lis-1)
                else:
                    val+=solve(size-1,maxNum,lis)
            return val%1000000007
            
        ans=0
        ans=solve(n+1,m+1,k+1)
        return ans"
maximum score after splitting a string,"class Solution:
    def maxScore(self, s: str) -> int:
        zeros = ones = 0
        ans = float(""-inf"")
        
        for i in range(len(s)-1):
            if s[i] == ""0"": zeros += 1
            else: ones -= 1
            ans = max(ans, zeros + ones)
        
        return ans - ones + (1 if s[-1] == ""1"" else 0)"
maximum score after splitting a string,"class Solution:
    def maxScore(self, s: str) -> int:
        
        return max([s[:i].count('0')+s[i:].count('1') for i in range(1, len(s))])"
maximum points you can obtain from cards,"class Solution:
    def maxScore(self, cardPoints: List[int], k: int) -> int:
        n = len(cardPoints)
        total = sum(cardPoints)
        
        remaining_length = n - k
        subarray_sum = sum(cardPoints[:remaining_length])
        
        min_sum = subarray_sum
        for i in range(remaining_length, n):
            # Update the sliding window sum to the subarray ending at index i
            subarray_sum += cardPoints[i]
            subarray_sum -= cardPoints[i - remaining_length]
            # Update min_sum to track the overall minimum sum so far
            min_sum = min(min_sum, subarray_sum)
        return total - min_sum"
maximum points you can obtain from cards,"class Solution:
    def maxScore(self, cardPoints: List[int], k: int) -> int:
        length = len(cardPoints)
        s = sum(cardPoints[-k:])
        maximum = s
        j = length-k
        i=0
        while i!=j and j<length:
            s+=cardPoints[i]
            s-=cardPoints[j]
            i+=1
            j+=1
            maximum = max(s,maximum)
        return maximum"
diagonal traverse ii,"class Solution:
    def findDiagonalOrder(self, nums: List[List[int]]) -> List[int]:
        d = collections.defaultdict(list)
        
        for i in range(len(nums)):
            for j in range(len(nums[i])):
                d[(i+j)].append(nums[i][j])
        
        
        ans = []
        for key in d:
            ans += d[key][::-1]
        
        return ans"
diagonal traverse ii,"class Solution:
    def findDiagonalOrder(self, nums: List[List[int]]) -> List[int]:
        idx, val = [], []
        for i, row in enumerate(nums):
            for j, num in enumerate(row): 
                idx.append((i+j, -i))
                val.append(num)
        _, ans = zip(*sorted(zip(idx, val)))
        return ans"
constrained subsequence sum,"class Solution:
    def constrainedSubsetSum(self, nums: List[int], k: int) -> int:
        n = len(nums)
        dp = [0]*n
        q = deque()

        for i, num in enumerate(nums):
            if i > k and q[0] == dp[i-k-1]:
                q.popleft()
            dp[i] = max(q[0] if q else 0, 0)+num

            while q and q[-1] < dp[i]:
                q.pop()
            q.append(dp[i])
        return max(dp)"
constrained subsequence sum,"class Solution:
    def constrainedSubsetSum(self, nums: List[int], k: int) -> int:
        n = len(nums)
        dp, mono_dec_q, res = [nums[0]] * n, deque([0]), nums[0]
        for i in range(1, n):
            dp[i] = nums[i] + max(0, dp[mono_dec_q[0]])
            while mono_dec_q and dp[i] >= dp[mono_dec_q[-1]]:
                mono_dec_q.pop()
            if mono_dec_q and i - mono_dec_q[0] == k:
                mono_dec_q.popleft()
            mono_dec_q.append(i)
            res = max(res, dp[i])
        return res"
kids with the greatest number of candies,"class Solution:
    def kidsWithCandies(self, candies: List[int], extraCandies: int) -> List[bool]:
        return [x+extraCandies >= max(candies) for x in candies]"
kids with the greatest number of candies,"class Solution:
    def kidsWithCandies(self, candies: List[int], extraCandies: int) -> List[bool]:
        
        result, maximum = [], max( candies )
        
        for candy in candies:
            
            # check whether current kid can achieve maximum by adding extra candies
            if (candy + extraCandies) >= maximum:
                result.append( True )
            
            else:
                result.append( False )
                
        return result"
max difference you can get from changing an integer,"class Solution:
    def maxDiff(self, num: int) -> int:
        num = str(num)
        
        i = next((i for i in range(len(num)) if num[i] != ""9""), -1) #first non-9 digit
        hi = int(num.replace(num[i], ""9""))
        
        if num[0] != ""1"": lo = int(num.replace(num[0], ""1""))
        else: 
            i = next((i for i in range(len(num)) if num[i] not in ""01""), -1)
            lo = int(num.replace(num[i], ""0"") if i > 0 else num)
            
        return hi - lo"
max difference you can get from changing an integer,"class Solution:
    def maxDiff(self, num: int) -> int:
        a = b = 0
        n = len(str(num))
        nums = str(num)
        if nums[0]!= ""1"" and nums[0]!= ""9"":
            a = int(nums.replace(nums[0],""9""))
            b = int(nums.replace(nums[0],""1""))
            return a-b
        elif nums[0]==""1"": 
            a = int(nums.replace(""1"",""9""))
            b = num
            for i in range(0,n-1):
                if nums[i]!=""1"" and nums[i]!=""0"":
                    b = int(nums.replace(nums[i],""0""))
                    break 
            return a-b
        else: 
            a = num
            b = int(nums.replace(""9"",""1""))
            for i in range(0,n-1):
                if nums[i]!=nums[i+1]:
                    a = int(nums.replace(nums[i+1],""9""))
                    break
            return a-b"
check if a string can break another string,"class Solution:
    def checkIfCanBreak(self, s1: str, s2: str) -> bool:
        return all(a<=b for a,b in zip(min(sorted(s1),sorted(s2)),max(sorted(s1),sorted(s2))))```"
check if a string can break another string,"class Solution:
    def checkIfCanBreak(self, s1: str, s2: str) -> bool:
        s1 = list(s1)
        s2 = list(s2)
        s1.sort()
        s2.sort()
        i = 0

        while i<len(s1):
            if s1[i]>=s2[i]:
                i+=1
            else:
                break
        if i==len(s1):
            return True
            
        i = 0
        while i<len(s2):
            if s2[i]>=s1[i]:
                i+=1
            else:
                break
        if i==len(s2):
            return True
        return False"
number of ways to wear different hats to each other,"class Solution:
    def numberWays(self, hats: List[List[int]]) -> int:
        n = len(hats)
        h2p = collections.defaultdict(list)
        for p, hs in enumerate(hats):
            for h in hs:
                h2p[h].append(p)
        full_mask = (1 << n) - 1
        mod = 10**9 + 7
        @functools.lru_cache(maxsize=None)
        def count(h, mask):
		    # everyone wears a hat
            if mask == full_mask:
                return 1
			# ran out of hats
            if h == 41:
                return 0
			# skip the current hat h
            ans = count(h + 1, mask)
            for p in h2p[h]:
			    # if person p already has a hat
                if mask &amp; (1 << p):
                    continue
				# let person p wear hat h
                ans += count(h + 1, mask | (1 << p))
                ans %= mod
            return ans
		# start from the first hat and no one wearing any hat
        return count(1, 0)"
number of ways to wear different hats to each other,"class Solution:
    def numberWays(self, hats: List[List[int]]) -> int:
        # use hat masks in bottom up dp
        n_hats, n_persons = 40, len(hats)                
        
        dp = [collections.defaultdict(int) for i in range(n_persons + 1)]
        # dp[i] = dict hat_mask -> count using [:i] persons

        curr = dp[0]
        curr[0] = 1
        prev = curr

        for i in range(n_persons):
            curr = dp[i + 1]
            for key in prev:
                curr[key] += prev[key]
            for h in hats[i]:
                bit = 1 << (h - 1)
                for hat_mask in prev:
                    if bit &amp; hat_mask == 0:
                        curr[bit | hat_mask] += prev[hat_mask]
            prev = curr
        
        # answer is sum over all masks with n_persons 1 bits
        masks = []
        for m in dp[n_persons]:
            count, mm = 0, m
            while mm:
                count += 1
                mm = mm &amp; (mm - 1)
            if count == n_persons:
                masks.append(m)                
        return sum(dp[n_persons][m] for m in masks) % 1000000007"
destination city,"class Solution:
    def destCity(self, paths: List[List[str]]) -> str:
        lst=[]
        arr=[]
        for i in paths:
            lst.append(i[0])
            arr.append(i[1])
        ptr=set(lst)
        ptr2=set(arr)
        return list(ptr2-ptr)[0]"
destination city,"class Solution:
    def destCity(self, paths: List[List[str]]) -> str:
        d = dict(paths)
        for i in d.values():
            if i not in d.keys():
                return i"
check if all 1s are at least length k places away,"class Solution:
    def kLengthApart(self, nums: List[int], k: int) -> bool:
        indices = [i for i, x in enumerate(nums) if x == 1]
        if not indices:
            return True
        for i in range(1, len(indices)):
            if indices[i] - indices[i-1] < k + 1:
                return False
        return True"
check if all 1s are at least length k places away,"class Solution:
    def kLengthApart(self, nums: List[int], k: int) -> bool:
        indices = [i for i,x in enumerate(nums) if x==1]
        return all([indices[i+1]-indices[i]>k for i in range(len(indices)-1)])"
longest continuous subarray with absolute diff less than or equal to limit,"class Solution:
    def longestSubarray(self, nums: List[int], limit: int) -> int:
        #[8,2,4,3,6,11] limit = 5

        #if the new number is greater than max this becomes new max,
        #if new number is less than min this becomes new min
        #if max - min exceeds limit, pop the left most element -> if the left most element was max or min, recompute max - min and see if it goes limit

        q = []
        min_heap = []
        max_heap = []
        max_ans = 1
        popped_index = set()

        for i,v in enumerate(nums):

            q.append((v,i))
            # max_ans = max(max_ans,len(q))
            heapq.heappush(min_heap,(v,i))
            heapq.heappush(max_heap,(v*-1,i))
            while(max_heap[0][0]*-1 - min_heap[0][0] > limit):
                temp = q.pop(0)
                popped_ele = temp[0]
                popped_index.add(temp[1])

                while(min_heap[0][1] in popped_index):
                    heapq.heappop(min_heap)
                
                while(max_heap[0][1] in popped_index):
                    heapq.heappop(max_heap)

            if len(q) > max_ans:
                max_ans = len(q)

        return max_ans"
longest continuous subarray with absolute diff less than or equal to limit,"class Solution:
    def longestSubarray(self, nums: List[int], limit: int) -> int:
        incq = deque()
        decq = deque()
        ans = 0
        s = e = 0
        while e < len(nums):
            curr = nums[e]

            while incq and incq[-1] < curr:
                incq.pop()
            incq.append(curr)

            while decq and decq[-1] > curr:
                decq.pop()
            decq.append(curr)

            while incq[0] - decq[0] > limit:
                if incq[0] == nums[s]:
                    incq.popleft()

                if decq[0] == nums[s]:
                    decq.popleft()
                s += 1
            ans = max(ans, e-s+1)
            e += 1
        return ans"
find the kth smallest sum of a matrix with sorted rows,"class Solution:
    def kthSmallest(self, mat: List[List[int]], k: int) -> int:
        row=len(mat)
        col=len(mat[0])
        temp=[i for i in mat[0]]
        for i in range(1,row):
            currSum=[]
            for j in range(col):
                for it in range(len(temp)):
                    currSum.append(temp[it]+mat[i][j])
            currSum.sort()
            temp.clear()
            maxSize=min(k,len(currSum))
            for size in range(maxSize):
                temp.append(currSum[size])
        return temp[k-1]"
build an array with stack operations,"class Solution:
    def buildArray(self, target: List[int], n: int) -> List[str]:
        stack=[]
        for i in range(1,n+1):
            if(i in target):
                stack.append(""Push"")
            else:
                stack.append(""Push"")
                stack.append(""Pop"")
            if(i==(target[-1])):
                break
        return stack"
build an array with stack operations,"class Solution:
    def buildArray(self, target: List[int], n: int) -> List[str]:
        output = []
        new_target = []
        l = [i for i in range(1,n+1)]
        for i in l:
            if new_target == target:
                return output
            output.append(""Push"")
            new_target.append(i)
            if i not in target:
                output.append(""Pop"")
                new_target.pop()
        return output"
count triplets that can form two arrays of equal xor,"class Solution:
    def countTriplets(self, arr: List[int]) -> int:
        import collections
        if len(arr) < 2:
            return 0
        xors = arr[0]
        cnt = collections.Counter()
        cnt_sums = collections.Counter()        
        result = 0
        cnt[xors] = 1
        cnt_sums[xors] = 0
        for k in range(1, len(arr)):
            xors ^= arr[k]
            if xors == 0:
                result += k
            result += (k - 1)*cnt[xors] - cnt_sums[xors]
            cnt_sums[xors] += k
            cnt[xors] += 1
            
        return result"
count triplets that can form two arrays of equal xor,"class Solution:
    def countTriplets(self, arr: List[int]) -> int:
        d={0:[0,1]}
        s=0
        ans=0
        for i in range(len(arr)):
            s^=arr[i]
            if(s in d):
                j=d[s]
                ans+=(i*j[1])-j[0]
                d[s][0]+=(i+1)
                d[s][1]+=1
            else:
                d[s]=[(i+1),1]
        return ans"
minimum time to collect all apples in a tree,"class Solution:
    def minTime(self, n: int, edges: List[List[int]], hasApple: List[bool]) -> int:
        self.res = 0
        d = collections.defaultdict(list)
        
        for e in edges: # construct the graph
            d[e[0]].append(e[1])
            d[e[1]].append(e[0])
            
        seen = set() # initialise seen set for visited nodes
        seen.add(0) # add root to visited
        
        def dfs(key):
            # we initialize the go_thru state as 0, meaning we do not go through this node from root
            # there are two cases where we would set go_thru == 1: 
            #(1) when this is the apple node, so we must visit it and go back up
            #(2) when this node has apple nodes as descendants below, we must go down and come back
            go_thru = 0 
            if hasApple[key]: # case 1
                go_thru = 1
    
            for i in d[key]:
                if i not in seen:
                    seen.add(i)
                    a = dfs(i)    
                    if a: # case 2, note that having just one path with an apple node below would require us to go through our current node, 
						  # i.e we don't need both the paths to have apples
                        go_thru = 1
            
            if key != 0: # since 0 is already the root, there is no way we can go through 0 to a node above
                self.res += 2 * go_thru # passing one node means forward and backward, so 1 * 2 for going through, 0 * 2 for not
            return go_thru
        
        dfs(0)
        return self.res"
minimum time to collect all apples in a tree,"class Solution:
    def minTime(self, n: int, edges: List[List[int]], hasApple: List[bool]) -> int:
        graph, visited = defaultdict(list), defaultdict(bool)

        for src, dst in edges:
            graph[src].append(dst)
            graph[dst].append(src)

        visited[0] = True
        def dfs(src: int) -> int:
            time = 0
            for dst in graph[src]:
                if not visited[dst]:
                    visited[dst] = True
                    time += dfs(dst)
            if time or hasApple[src]:
                return time + 2
            return 0
        return max(dfs(0) -2, 0)"
number of ways of cutting a pizza,"class Solution:
    def ways(self, pizza: List[str], k: int) -> int:
        rows, cols = len(pizza), len(pizza[0])
        
        # first, need way to query if a section contains an apple given a top left (r1, c1) and bottom right (r2, c2)
        # we can do this in constant time by keeping track of the number of apples above and to the left of any given cell
        apples = [[0] * cols for _ in range(rows)]
        for row in range(rows):
            apples_left = 0
            for col in range(cols):
                if pizza[row][col] == 'A':
                    apples_left += 1
                apples[row][col] = apples[row-1][col] + apples_left
              
        # query if there is an apple in this rectangle using the prefix sums
        def has_apple(r1, c1, r2 = rows-1, c2 = cols-1) -> bool:
            if r1 > r2 or c1 > c2:
                return False
            tot = apples[r2][c2]
            left_sub = apples[r2][c1-1] if c1 > 0 else 0
            up_sub = apples[r1-1][c2] if r1 > 0 else 0
            upleft_sub = apples[r1-1][c1-1] if r1 > 0 < c1 else 0
            in_rect = tot - left_sub - up_sub + upleft_sub
            return in_rect > 0
        
        # memory optimized dp, keep track of only one matrix of rows x cols
        # bc we only need to access the values at the previous number of cuts
        dp = [[1 if has_apple(r, c) else 0 for c in range(cols + 1)] for r in range(rows + 1)]
        
        for cuts in range(1, k):
            new_dp = [[0] * (cols + 1) for _ in range(rows + 1)]
            for row in range(rows-1, -1, -1):
                for col in range(cols-1, -1, -1):
                    
                    for r2 in range(row, rows):
                        if has_apple(row, col, r2):
                            new_dp[row][col] += dp[r2+1][col]
                            
                    for c2 in range(col, cols):
                        if has_apple(row, col, rows-1, c2):
                            new_dp[row][col] += dp[row][c2+1]
            dp = new_dp
                            
        return dp[0][0] % (10**9 + 7)"
number of ways of cutting a pizza,"class Solution:
    def ways(self, pizza: List[str], k: int) -> int:
        M = 10**9+7
        m, n = len(pizza), len(pizza[0])
        
        arr = [[0] * n for _ in range(m)]
        # keep track of total apples from left top corner to right down corner
        for i in range(m):
            for j in range(n):
                arr[i][j] = ''.join(x[j:] for x in pizza[i:]).count('A')


        @lru_cache(None)
        def dp(r, c, k, cnt):
            # base case
            if k == 1:
                return 1
            ans = 0
            for i in range(m):
                # cuts must be either right or down
                if i <= r: continue
                # rest apples should have at least one but less than previous sum
                if 0 < arr[i][c] < cnt:
                    ans += dp(i, c, k-1, arr[i][c])
            for j in range(n):
                if j <= c: continue
                if 0 < arr[r][j] < cnt:
                    ans += dp(r, j, k-1, arr[r][j])
            return ans % M
                
        
        return dp(0, 0, k, arr[0][0])"
consecutive characters,"class Solution:
    def maxPower(self, s: str) -> int:
        
        # the minimum value for consecutive is 1
        local_max, global_max = 1, 1
        
        # dummy char for initialization
        prev = '#'
        for char in s:
            
            if char == prev:
                
                # keeps consecutive, update local max
                local_max += 1
                
                # update global max length with latest one
                global_max = max( global_max, local_max )
                
            else:
                
                # lastest consective chars stops, reset local max
                local_max = 1
            
                # update previous char as current char for next iteration
                prev = char
        
        
        return global_max"
consecutive characters,"class Solution:
    def maxPower(self, s: str) -> int:
        res = 1
        curr = 1
        
        for i in range(1, len(s)):
            if s[i] == s[i-1]:
                curr += 1
                res = max(res, curr)
            else:
                curr = 1
        
        return res"
simplified fractions,"class Solution:
    def simplifiedFractions(self, n: int) -> List[str]:
        if n == 1:
            return []
        else:
            numerator = list(range(1,n))
            denominator = list(range(2,n+1))
            res = set()
            values = set()
            for i in numerator:
                for j in denominator:
                    if i < j and i/j not in values:
                        res.add(f'{i}/{j}')
                        values.add(i/j)
            return res"
simplified fractions,"class Solution:
    def simplifiedFractions(self, n: int) -> List[str]:
        ans = []
        for d in range(2, n+1): 
            for x in range(1, d):
                if gcd(x, d) == 1: ans.append(f""{x}/{d}"")
        return ans"
count good nodes in binary tree,"class Solution:
    def goodNodes(self, root: TreeNode) -> int:
        def solve(root,val):
            if root:
                k = solve(root.left, max(val,root.val)) + solve(root.right, max(val,root.val))
                if root.val >= val:
                    k+=1
                return k
            return 0
        return solve(root,root.val)"
count good nodes in binary tree,"class Solution:
    def goodNodes(self, root: TreeNode) -> int:
        # Our counter for the good nodes.
        count = 0
        
        def helper(node, m):
            nonlocal count
			# If we run out of nodes return.
            if not node:
                return
			# If the current node val is >= the largest observed in the path thus far.
            if node.val >= m:
			    # Add 1 to the count and update the max observed value.
                count += 1
                m = max(m, node.val)
			# Traverse l and r subtrees.
            helper(node.left, m)
            helper(node.right, m)
                
        helper(root, root.val)
        return count"
form largest integer with digits that add up to target,"class Solution:
    def largestNumber(self, cost: List[int], target: int) -> str:
        
        @cache
        def fn(x): 
            """"""Return max integer given target x.""""""
            if x == 0: return 0
            if x < 0: return -inf 
            return max(fn(x - c) * 10 + i + 1 for i, c in enumerate(cost))
        
        return str(max(0, fn(target)))"
number of students doing homework at a given time,"class Solution:
    def busyStudent(self, startTime: List[int], endTime: List[int], queryTime: int) -> int:
        count = 0 # If a value meets the criteria, one will be added here.

        for x, y in zip(startTime, endTime): # Zipping the two lists to allow us to iterate over them using x,y as our variables.
            if x <= queryTime <= y: # Checking if the queryTime number is between startTime and endTime, adding one to count if it is.
                    count += 1
        return count # Returning the value in count"
number of students doing homework at a given time,"class Solution:
    def busyStudent(self, startTime: List[int], endTime: List[int], queryTime: int) -> int:
        ans = 0
        for i,j in enumerate(range(len(startTime))):
            if queryTime in range(startTime[i], endTime[j]+1):
                    ans += 1
        
        return ans"
rearrange words in a sentence,"class Solution:
    def arrangeWords(self, text: str) -> str:
        return "" "".join(sorted(text.split(), key=len)).capitalize()"
rearrange words in a sentence,"class Solution:
    def arrangeWords(self, text: str) -> str:
        a = []
        for x in text.split("" ""):
            a.append(x.lower())
        return "" "".join(sorted(a, key=len)).capitalize()"
people whose list of favorite companies is not a subset of another list,"class Solution:
    def peopleIndexes(self, favoriteCompanies: List[List[str]]) -> List[int]:

        n = len(favoriteCompanies)
        comp = []
        for f in favoriteCompanies:
            comp += f
        comp = list(set(comp))
  
        dictBit = {comp[i] : 1 << i for i in range(len(comp))}

        def getBit(cList):
            output = 0
            for c in cList:
                output |= dictBit[c]
            return output
        bitFav = [getBit(favoriteCompanies[i]) for i in range(n)]

        output = []
        for i in range(n):
            isGood = True
            for j in range(n):
                if(i != j and bitFav[i] &amp; bitFav[j] == bitFav[i]):
                    isGood = False
                    break
            if(isGood):
                output.append(i)
    
        return output"
people whose list of favorite companies is not a subset of another list,"class Solution:
    def peopleIndexes(self, favoriteCompanies: List[List[str]]) -> List[int]:
        
        # convert to list of sets and keep track of the index
        favoriteCompanies = [(idx, set(ele)) for idx, ele in enumerate(favoriteCompanies)]
        
        
        # we sort the lists by length for early stopping
        favoriteCompanies = sorted(favoriteCompanies, key=lambda x: len(x[1]), reverse=True)
        
        # go through all subsets
        result = []
        for index, (idx, companies) in enumerate(favoriteCompanies):
            
            # get the length
            companies_length = len(companies)
            add_to_list = True
            
            for other_index, (other_idx, other_companies) in enumerate(favoriteCompanies):
                
                # check whether we look at the same set
                if index == other_index:
                    continue
                
                # if we are subset we set add_to_list to false and break
                if companies.issubset(other_companies):
                    add_to_list = False
                    break
                    
                # once we hit sets that are shorter we can break
                if len(other_companies) < companies_length:
                    break
                
            # add if we want to
            if add_to_list:
                result.append(idx)
                
        return sorted(result)"
maximum number of darts inside of a circular dartboard,"class Solution:
    def numPoints(self, points: List[List[int]], r: int) -> int:
        ans = 1
        for x, y in points: 
            angles = []
            for x1, y1 in points: 
                if (x1 != x or y1 != y) and (d:=sqrt((x1-x)**2 + (y1-y)**2)) <= 2*r: 
                    angle = atan2(y1-y, x1-x)
                    delta = acos(d/(2*r))
                    angles.append((angle-delta, +1)) #entry
                    angles.append((angle+delta, -1)) #exit
            angles.sort(key=lambda x: (x[0], -x[1]))
            val = 1
            for _, entry in angles: 
                ans = max(ans, val := val+entry)
        return ans"
maximum number of darts inside of a circular dartboard,"class Solution:
    def numPoints(self, points: List[List[int]], r: int) -> int:
        
        def getPointsInside(i, r, n):
            # This vector stores alpha and beta and flag
            # is marked true for alpha and false for beta
            angles = []

            for j in range(n):
                
                if i != j and distance[i][j] <= 2 * r:
                    # acos returns the arc cosine of the complex
                    # used for cosine inverse
                    B = math.acos(distance[i][j] / (2 * r))

                    # arg returns the phase angle of the complex
                    x1, y1 = points[i]
                    x2, y2 = points[j]
                    
                    A = math.atan2(y1 - y2, x1 - x2)
                    
                    alpha = A - B
                    
                    beta = A + B
                    
                    angles.append((alpha, False))
                    
                    angles.append((beta, True))

            # angles vector is sorted and traversed
            angles.sort()
            # count maintains the number of points inside
            # the circle at certain value of theta
            # res maintains the maximum of all count
            cnt, res = 1, 1
            for angle in angles:
                # entry angle
                if angle[1] == False: 
                    cnt += 1
                # exit angle
                else: 
                    cnt -= 1

                res = max(cnt, res)

            return res

        # Returns count of maximum points that can lie
        # in a circle of radius r.
        #a dis array stores the distance between every
        # pair of points
        n = len(points)
        max_pts = n
        distance = [[0 for _ in range(max_pts)] for _ in range(max_pts)]
        for i in range(n - 1):
            for j in range(i + 1, n):
                # abs gives the magnitude of the complex
                # number and hence the distance between
                # i and j
                x1, y1 = points[i]
                x2, y2 = points[j]
                distance[i][j] = distance[j][i] = sqrt((x1 - x2)**2 + (y1 - y2)**2)

        # This loop picks a point p
        ans = 0
        # maximum number of points for point arr[i]
        for i in range(n):
            ans = max(ans, getPointsInside(i, r, n))

        return ans"
check if a word occurs as a prefix of any word in a sentence,"class Solution:
    def isPrefixOfWord(self, sentence: str, searchWord: str) -> int:
        for i , j in enumerate(sentence.split()):
            if(j.startswith(searchWord)):
                return i + 1
        
        return -1"
check if a word occurs as a prefix of any word in a sentence,"class Solution:
    def isPrefixOfWord(self, sentence: str, searchWord: str) -> int:
        l=sentence.split()
        for i in range(len(l)):
            if l[i].startswith(searchWord):
                return i+1
        return -1"
maximum number of vowels in a substring of given length,"class Solution:
    def maxVowels(self, s: str, k: int) -> int:
        x = 0
        for i in range(k):
            if s[i] in ('a', 'e', 'i', 'o', 'u'):
                x += 1
        ans = x
        for i in range(k,len(s)):
            if s[i] in ('a', 'e', 'i', 'o', 'u'):
                x += 1
            if s[i-k] in ('a', 'e', 'i', 'o', 'u'):
                x -= 1
            ans = max(ans,x)
        return ans"
maximum number of vowels in a substring of given length,"class Solution:
    def maxVowels(self, s: str, k: int) -> int:
        
        n = len(s)
       
        #STEP 1
        arr = []
        for i in range(0, n):
                arr.append(s[i : i + k])
        
        vowels = [""a"", ""e"", ""i"", ""o"", ""u""]
        arr1 = []
        
		#STEP 2
        for i in arr:
            count = 0 
            if len(i) == k:
                for j in i:
                    if j in vowels:
                        count += 1 
                arr1.append(count)
        
		#STEP 3
        if len(arr1) != 0:
            value = max(arr1)
            return value
        else:
            return 0"
pseudo palindromic paths in a binary tree,"class Solution:
    def pseudoPalindromicPaths (self, root: Optional[TreeNode], cnt = 0) -> int:
        if not root: return 0
        cnt ^= 1 << (root.val - 1)
        if root.left is None and root.right is None:
            return 1 if cnt &amp; (cnt - 1) == 0 else 0
        return self.pseudoPalindromicPaths(root.left, cnt) + self.pseudoPalindromicPaths(root.right, cnt)"
pseudo palindromic paths in a binary tree,"class Solution:
    def pseudoPalindromicPaths (self, root: Optional[TreeNode]) -> int:
                
        ## Function to check if current path has a permutation that's a palindrome
        def isPalindromicPath(palinArr: [int]) -> bool:
            hasSeenFirstOdd: bool = False
            for i in range(0, len(palinArr)):
                if(palinArr[i] % 2 == 1):
                    if hasSeenFirstOdd: return False
                    hasSeenFirstOdd = True
            return True
    
        ## Wrapper for function that calculates the number of pseudo palindromic paths
        def calcPalindromicPaths(root: Optional[TreeNode], arr: [int]) -> int:
            
            count: int = 0
            if root == None: return 0
            arr[root.val] += 1
            
            ## Leaf Node: No children
            if(root.left == None and root.right == None):
                if(isPalindromicPath(arr)): count = 1
            
            if(root.left != None): count += calcPalindromicPaths(root.left, arr)
            if(root.right != None): count += calcPalindromicPaths(root.right, arr)
                
            arr[root.val] -= 1
            return count; 
        
        
        dparr: [int] = [0] * 10
        return calcPalindromicPaths(root, dparr)"
max dot product of two subsequences,"class Solution:
    def maxDotProduct(self, nums1: List[int], nums2: List[int]) -> int:
        n=len(nums1)
        m=len(nums2)
        
        dp=[[0]*(m+1) for i in range(n+1)]
        for i in range(m+1):
            dp[0][i]=-1e9
        for i in range(n+1):
            dp[i][0]=-1e9
        
        for i in range(1, n+1):
            for j in range(1, m+1):
                val=nums1[i-1]*nums2[j-1]+max(0, dp[i-1][j-1])
                dp[i][j]=max(val, max(dp[i-1][j], dp[i][j-1]))
        return dp[n][m]"
max dot product of two subsequences,"class Solution:
    def maxDotProduct(self, nums1: List[int], nums2: List[int]) -> int:
        
        @cache
        def fn(i, j): 
            """"""Return max dot product of nums1[i:] and nums2[j:].""""""
            if i == len(nums1) or j == len(nums2): return -inf
            return max(nums1[i]*nums2[j] + fn(i+1, j+1), nums1[i]*nums2[j], fn(i+1, j), fn(i, j+1))
        
        return fn(0, 0)"
make two arrays equal by reversing subarrays,"class Solution:
    def canBeEqual(self, target: List[int], arr: List[int]) -> bool:
        n, m = len(target), len(arr)
        if m > n:
            return False
        t = Counter(target)
        a = Counter(arr)
        for k, v in a.items():
            if k in t and v == t[k]:
                continue
            else:
                return False
        return True"
